,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
388,traverse city,65,IT,1578386642,66,44.94,7.12,37.0,3.36
389,madona,100,LV,1578386642,95,56.85,26.22,33.37,10.49
390,chicama,18,PE,1578386642,88,-7.84,-79.15,68.0,4.7
391,vostok,41,RU,1578386643,84,46.45,135.83,9.57,1.99
392,bunga,75,PH,1578386643,62,14.15,121.4,86.0,10.29
393,hareid,75,NO,1578386643,75,62.37,6.02,46.0,27.51
394,kotka,90,FI,1578386643,100,60.47,26.95,37.4,8.05
395,hobyo,90,SO,1578386643,61,5.35,48.53,84.85,19.89
396,pisco,21,PE,1578386644,94,-13.71,-76.2,68.0,5.82
397,tucuman,87,PE,1578386644,81,-17.17,-70.89,54.25,1.81
398,baijiantan,88,CN,1578386644,85,45.63,85.18,14.54,2.39
399,luanda,75,AO,1578386644,74,-8.83,13.24,84.2,9.17
400,mackenzie,90,CA,1578386645,92,55.34,-123.09,12.2,2.24
401,huarmey,12,PE,1578386645,89,-10.07,-78.15,65.52,0.69
402,bathsheba,20,BB,1578386645,73,13.22,-59.52,77.0,13.87
403,yenangyaung,0,MM,1578386645,36,20.46,94.87,80.04,4.81
404,alta,100,NO,1578386646,94,69.97,23.27,32.0,24.16
405,touros,40,BR,1578386646,88,-5.2,-35.46,75.2,4.7
406,karanganom,100,ID,1578386646,94,-8.13,113.13,67.37,2.44
407,brumadinho,0,BR,1578386646,94,-20.14,-44.2,69.8,1.12
408,petropavlovsk-kamchatskiy,100,RU,1578386646,53,53.05,158.65,24.8,8.95
409,george,99,MW,1578386647,63,-15.35,34.83,86.05,2.55
410,turukhansk,99,RU,1578386647,98,65.8,87.96,4.87,4.27
411,lavrentiya,100,RU,1578386647,97,65.58,-170.99,-9.45,3.58
412,luderitz,0,NA,1578386647,53,-26.65,15.16,75.2,9.17
413,laramie,1,US,1578386647,58,41.31,-105.59,34.0,36.91
414,mazamari,98,PE,1578386648,97,-11.33,-74.53,62.35,1.59
415,tuatapere,91,NZ,1578386648,80,-46.13,167.69,52.0,8.99
416,lodi,90,IT,1578386648,75,45.31,9.5,37.0,2.24
417,griffith,0,AU,1578386648,26,-34.29,146.06,93.2,12.75
418,manono,100,CD,1578386649,83,-7.3,27.4,79.16,3.89
419,ambad,0,IN,1578386649,38,19.61,75.79,85.41,5.3
420,sant feliu de guixols,0,MN,1578386649,85,49.25,105.38,-1.43,1.74
421,nanortalik,100,GL,1578386649,70,60.14,-45.24,17.96,39.41
422,yinchuan,92,CN,1578386650,49,38.48,106.21,25.0,2.59
423,cockburn town,20,AU,1578386650,23,-32.08,141.0,93.2,13.87
424,magdagachi,0,RU,1578386650,96,53.45,125.8,-10.68,3.51
425,saint-joseph,20,FR,1578386650,87,43.56,6.97,51.01,3.36
426,katwa,0,IN,1578386651,32,23.64,88.13,75.9,8.19
427,ahipara,63,NZ,1578386651,66,-35.17,173.16,61.92,17.87
428,lunenburg,87,CA,1578386583,94,44.38,-64.32,24.01,4.14
429,bandarbeyla,38,SO,1578386651,76,9.49,50.81,78.82,21.52
430,brodick,75,GB,1578386651,87,55.58,-5.15,50.0,19.46
431,verkhnyaya inta,90,RU,1578386652,93,60.98,40.21,25.09,6.78
432,jining,100,CN,1578386652,95,35.41,116.58,33.66,16.2
433,san vicente,27,ML,1578386633,17,13.3,-4.9,70.29,9.57
434,navahrudak,100,BY,1578386652,92,53.59,25.82,32.43,5.73
435,tulum,5,MX,1578386653,93,20.21,-87.46,73.99,6.26
436,gizo,20,IL,1578386653,45,31.8,34.94,63.0,18.34
437,morococha,10,PE,1578386653,58,-11.61,-76.13,36.1,2.42
438,bahia honda,60,BR,1578386653,91,-3.55,-40.25,75.45,2.37
439,amalapuram,53,IN,1578386653,51,16.58,82.0,84.2,8.05
440,solvychegodsk,100,RU,1578386654,93,61.33,46.92,18.34,7.99
441,hidrolandia,80,BR,1578386654,96,-4.41,-40.44,72.77,1.74
442,naze,14,NG,1578386654,21,5.43,7.07,89.06,7.78
443,cabedelo,75,BR,1578386654,84,-6.97,-34.84,77.0,3.36
444,barmer,0,IN,1578386655,31,25.74,71.4,75.33,13.56
445,saint-francois,90,FR,1578386655,93,46.42,3.91,39.99,2.24
446,nyagan,36,RU,1578386655,89,62.14,65.43,9.95,8.88
447,north bend,11,NG,1578386655,26,4.97,7.66,89.29,6.44
448,narsaq,73,GL,1578386655,37,60.91,-46.05,-0.4,6.93
449,port-gentil,40,GA,1578386656,83,-0.72,8.78,80.6,4.7
450,bambanglipuro,99,ID,1578386656,83,-7.95,110.28,79.2,9.69
451,dong hoi,86,CM,1578386656,22,4.89,12.01,84.83,4.25
452,shimoda,75,JP,1578386656,87,34.7,138.93,48.2,5.82
453,sorland,40,NO,1578386657,81,67.67,12.69,44.6,27.51
454,harnosand,100,SE,1578386657,83,62.63,17.94,42.01,16.24
455,cairns,40,AU,1578386657,74,-16.92,145.77,84.2,9.17
456,mazatlan,20,MX,1578386657,100,23.22,-106.42,68.0,4.7
457,yangjiang,44,CN,1578386657,51,21.85,111.96,82.99,1.86
458,waitati,3,NZ,1578386658,75,-45.75,170.57,52.45,19.84
459,kavieng,100,PG,1578386658,76,-2.57,150.8,85.17,12.46
460,rorvik,20,NO,1578386534,81,64.86,11.24,43.0,24.16
461,derzhavinsk,73,KZ,1578386658,94,51.1,66.31,12.85,3.76
462,turtas,0,RU,1578386658,92,58.94,69.13,7.75,4.38
463,ormara,37,PK,1578386659,81,25.21,64.64,69.75,17.47
464,pangnirtung,100,CA,1578386659,100,66.15,-65.72,-37.98,5.82
465,mao,20,DO,1578386660,100,19.55,-71.08,72.0,4.61
466,dwarka,90,IN,1578386665,72,28.58,77.04,66.0,5.82
467,san vicente de canete,27,ML,1578386601,17,13.3,-4.9,70.29,9.57
468,hambantota,20,LK,1578386576,70,6.12,81.12,89.6,14.99
469,amahai,68,ID,1578386665,70,-3.31,129.0,83.66,3.47
470,lesosibirsk,97,RU,1578386665,94,58.22,92.49,21.9,6.96
471,eydhafushi,100,MV,1578386666,77,5.1,73.07,83.17,23.09
472,menongue,99,AO,1578386666,86,-14.66,17.68,66.29,5.68
473,kargil,33,PK,1578386666,57,34.56,76.13,17.98,3.78
474,aksarka,1,RU,1578386666,89,66.56,67.8,1.9,11.86
475,plouzane,90,FR,1578386667,100,48.38,-4.62,53.6,16.11
476,pinhao,92,BR,1578386667,93,-25.7,-51.66,61.7,1.77
477,akureyri,90,IS,1578386667,86,65.68,-18.09,28.4,10.29
478,jiexiu,100,CN,1578386667,87,37.02,111.92,26.92,3.8
479,riyadh,10,SA,1578386577,54,24.63,46.72,59.0,3.36
480,changde,14,CN,1578386668,64,29.04,111.68,49.93,7.11
481,sena madureira,20,TH,1578386668,28,14.32,100.4,100.0,6.93
482,ludwigslust,100,DE,1578386669,96,53.33,11.5,41.0,8.99
483,zeya,23,RU,1578386669,99,53.74,127.27,-13.65,2.84
484,fort nelson,37,IN,1578386670,53,17.96,79.61,82.44,5.75
485,labuhan,94,ID,1578386670,85,-2.54,115.51,82.81,1.07
486,olinda,90,AU,1578386670,82,-37.84,145.39,68.0,13.87
487,tijuana,1,MX,1578386670,60,32.5,-116.96,62.01,7.65
488,smithers,90,CA,1578386515,84,54.78,-127.17,3.2,4.21
489,ler,70,NO,1578386671,86,63.2,10.3,42.01,13.87
490,ofaqim,0,IL,1578386671,50,31.31,34.62,63.0,4.0
491,bouca,0,CF,1578386671,19,6.51,18.28,89.58,6.98
492,senador jose porfirio,0,HT,1578386672,78,18.82,-71.9,73.4,6.93
493,baruun-urt,0,MN,1578386672,88,46.68,113.28,1.67,5.26
494,yumen,94,CN,1578386672,39,40.29,97.04,28.06,8.93
495,yuzhno-kurilsk,50,RU,1578386672,79,44.03,145.86,27.45,22.95
496,damietta,40,EG,1578386673,66,31.42,31.81,55.4,23.04
497,deputatskiy,100,RU,1578386673,75,69.3,139.9,-10.66,2.01
498,rosarito,85,CO,1578386673,85,4.91,-75.23,61.47,4.27
499,kawalu,100,ID,1578386673,87,-7.38,108.21,74.89,6.69
500,margate,40,AU,1578386673,63,-43.03,147.26,66.2,11.41
501,ambon,90,FR,1578386674,100,47.55,-2.56,54.0,5.82
502,carballo,73,ES,1578386674,93,43.21,-8.69,42.01,2.24
503,port lincoln,90,CD,1578386574,72,-7.04,29.76,76.51,3.94
504,uruacu,100,BR,1578386674,99,-14.52,-49.14,68.4,1.59
505,kununurra,40,AU,1578386675,52,-15.77,128.74,91.4,17.22
506,chadiza,100,ZM,1578386675,70,-14.06,32.43,79.86,1.68
507,virginia beach,40,US,1578386675,68,39.95,-90.21,33.01,3.36
508,loksa,90,EE,1578386675,100,59.58,25.72,41.0,10.29
509,beyneu,0,KZ,1578386675,66,45.32,55.19,32.14,8.23
510,vanimo,100,PG,1578386676,80,-2.67,141.3,83.32,16.11
511,warrington,100,GB,1578386676,81,53.39,-2.59,48.99,12.75
512,lagos,32,NG,1578386449,73,6.46,3.39,75.2,3.36
513,pozo colorado,20,CU,1578386676,87,22.45,-80.18,60.8,2.24
514,enugu,0,NG,1578386677,41,6.45,7.5,77.0,6.93
515,praia da vitoria,0,BR,1578386603,94,-20.25,-43.81,64.89,2.35
516,domna,13,RU,1578386677,77,51.9,113.16,-2.2,2.24
517,miandrivazo,100,MG,1578386678,55,-19.53,45.46,88.61,7.4
518,raigarh,0,IN,1578386678,38,21.9,83.39,77.0,5.06
519,whitehorse,90,CA,1578386678,83,60.72,-135.06,-9.99,4.7
520,ayan,33,IR,1578386678,65,38.23,44.7,27.28,1.43
521,shellbrook,40,CA,1578386679,69,53.22,-106.39,-7.6,9.17
522,muisne,93,EC,1578386679,89,0.61,-80.02,75.11,3.2
523,cordoba,0,AR,1578386679,59,-27.78,-67.24,70.99,7.14
524,payo,100,ID,1578386680,78,-3.75,103.64,77.59,3.4
525,ruteng,89,ID,1578386680,78,-8.61,120.46,76.78,5.26
526,liverpool,100,GB,1578386454,81,53.41,-2.98,50.0,12.75
527,goba,58,ET,1578386680,65,7.01,39.97,62.11,4.72
528,campbell river,1,US,1578386680,75,37.29,-121.95,50.0,3.36
529,isangel,80,VU,1578386681,83,-19.55,169.27,76.51,16.49
530,half moon bay,40,LR,1578386681,88,6.38,-10.7,71.6,4.7
531,villa carlos paz,0,IT,1578386681,92,46.06,11.52,37.0,2.24
532,taoudenni,0,ML,1578386681,18,22.68,-3.98,57.13,8.08
533,kozhva,100,RU,1578386682,93,65.11,57.05,10.8,7.05
534,beringovskiy,71,RU,1578386682,93,63.05,179.32,-11.0,8.37
535,tigre,0,AR,1578386682,77,-34.42,-58.58,66.2,3.36
536,frankfort,90,US,1578386682,69,38.2,-84.87,39.2,6.93
537,pedasi,0,PA,1578386682,78,7.53,-80.03,79.54,20.92
538,saint-michel-des-saints,96,CA,1578386683,91,46.68,-73.92,12.79,7.58
539,jiazi,40,CN,1578386683,83,19.61,110.49,75.2,13.42
540,alice springs,100,ZA,1578386683,53,-32.79,26.83,82.09,17.09
541,coria,95,ES,1578386684,93,39.98,-6.54,36.0,1.7
542,taksimo,34,RU,1578386684,95,56.36,114.84,-12.33,0.31
543,puerto del rosario,72,AR,1578386684,76,-51.62,-69.23,51.8,1.12
